verse_id,chapter_title,sthana,heading_path,devanagari,iast,translation,verse_numbers_list,source_url
v0426,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Pathogenic factors,"वातादयस्त्रयो दुष्टास्त्वग्रक्तं मांसमम्बु च|
दूषयन्ति स कुष्ठानां सप्तको द्रव्यसङ्ग्रहः||९||
अतः कुष्ठानि जायन्ते सप्त चैकादशैव च|
न चैकदोषजं किञ्चित् कुष्ठं समुपलभ्यते||१०||","vātādayastrayō duṣṭāstvagraktaṁ māṁsamambu ca|
dūṣayanti sa kuṣṭhānāṁ saptakō dravyasaṅgrahaḥ||9||
ataḥ kuṣṭhāni jāyantē sapta caikādaśaiva ca|
na caikadōṣajaṁ kiñcit kuṣṭhaṁ samupalabhyatē||10||","The vitiated three doshas - vata, pitta, kapha along with impaired tvak, rakta, mamsa and ambu together constitute seven essential entities which play role in pathogenesis of kushtha. Kushtha can be classified into seven mahakushtha (major skin disorders) and eleven kshudrakushtha (eleven minor skin disorders). Single dosha cannot cause kushtha on its own i.e. kushtha is not an nanatmaja (disease caused by single specific dosha) disease. [9-10]","[9, 10]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0427,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Premonitory signs and symptoms,"स्पर्शाज्ञत्वमतिस्वेदो न वा वैवर्ण्यमुन्नतिः|
कोठानां लोमहर्षश्च कण्डूस्तोदः श्रमः क्लमः||११||
व्रणानामधिकं शूलं शीघ्रोत्पत्तिश्चिरस्थितिः|
दाहः सुप्ताङ्गता चेति कुष्ठलक्षणमग्रजम्||१२||","sparśājñatvamatisvēdō na vā vaivarṇyamunnatiḥ|
kōṭhānāṁ lōmaharṣaśca kaṇḍūstōdaḥ śramaḥ klamaḥ||11||
vraṇānāmadhikaṁ śūlaṁ śīghrōtpattiścirasthitiḥ|
dāhaḥ suptāṅgatā cēti kuṣṭhalakṣaṇamagrajam||12||","Decreased touch sensation, excessive sweating or absence of sweating (which may be localized or generalized), change in color (discoloration), papules on skin, horripilation, pruritus, pricking pain, physical exhaustion, mental fatigue, severe pain in ulcerated area, sudden appearance and chronic the ulcers, burning sensation, numbness are the premonitory symptoms of skin disease.[11-12]","[11, 12]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0428,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eighteen types of skin diseases,अत ऊर्ध्वमष्टादशानां कुष्ठानां कपालोदुम्बरमण्डलर्ष्यजिह्वपुण्डरीकसिध्मकाकणकैककुष्ठचर्माख्य-किटिभविपादिकालसकदद्रुचर्मदलपामाविस्फोटकशतारुर्विचर्चिकानां लक्षणान्युपदेक्ष्यामः||१३||,"ata ūrdhvamaṣṭādaśānāṁ kuṣṭhānāṁkapālōdumbaramaṇḍalarṣyajihvapuṇḍarīkasidhmakākaṇakaikakuṣṭhacarmākhya-kiṭibhavipādikālasakadadrucarmadalapāmāvisphōṭakaśatārurvicārcikānāṁ lakṣaṇānyupadēkṣyāmaḥ||13||
kapāla, udumbara, maṇḍala, rṣyajihva, puṇḍarīka, sidhma, kākaṇaka, ekkuṣṭha, carmākhya, kiṭibha, vipādikā, alasaka, dadru, charmadala, pāmā, visphōṭaka, śatāru
vicārchikā",Henceforth 18 types of kushtha alongwith their signs and symptoms are described viz. and.[13],[13],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0429,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 1. Kapala Kushtha,"कृष्णारुणकपालाभं यद्रूक्षं परुषं तनु|
कापालं तोदबहुलं तत्कुष्ठं विषमं स्मृतम्||१४||","kr̥ṣṇāruṇakapālābhaṁ yadrūkṣaṁ paruṣaṁ tanu|
kāpālaṁ tōdabahulaṁ tatkuṣṭhaṁ viṣamaṁ smr̥tam||14||
kr̥ṣṇa
aruṇa
kapāla
rūkṣa
paruṣa","The clinical presentation of kapala kushtha is as follows: Color –- (blackish), (reddish) Nature – (similar to broken piece of earthen pot) Touch – (dry), (rough), Texture of skin - tanu (thin) Associated symptoms – Excess pricking pain",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0430,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 2. Udumbara kushtha,"दाहकण्डूरुजारागपरीतं लोमपिञ्जरम्|
उदुम्बरफलाभासं कुष्ठमौदुम्बरं विदुः||१५||","dāhakaṇḍūrujārāgaparītaṁ lōmapiñjaram|
udumbaraphalābhāsaṁ kuṣṭhamaudumbaraṁ viduḥ||15||
rāgaparīta
lōmapiñjara","The clinical presentation of udumbara kushtha is as follows: Color – Similar to udumbara fruit Nature – (redness), (hair on the patch become brown) Associated symptoms – burning sensation, pruritus and pain",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0431,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 3. Mandala Kushtha,"श्वेतं रक्तं स्थिरं स्त्यानं स्निग्धमुत्सन्नमण्डलम्|
कृच्छ्रमन्योन्यसंसक्तं कुष्ठं मण्डलमुच्यते||१६||","śvētaṁ raktaṁ sthiraṁ styānaṁ snigdhamutsannamaṇḍalam|
kr̥cchramanyōnyasaṁsaktaṁ kuṣṭhaṁ maṇḍalamucyatē||16||
styāna","The clinical features of mandala kushtha are as follows: Color – white and red Nature – sthira (slow progress), / ghana (compact), snigdha, elevated round patches Associated symptoms – patches are matted Sadhyasadhyata – Difficult to cure",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0432,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 4. Rishyajivha Kushtha,"कर्कशं रक्तपर्यन्तमन्तः श्यावं सवेदनम्|
यदृष्यजिह्वासंस्थानमृष्यजिह्वं तदुच्यते||१७||","karkaśaṁ raktaparyantamantaḥ śyāvaṁ savēdanam|
yadr̥ṣyajihvāsaṁsthānamr̥ṣyajihvaṁ taducyatē||17||
Rakta paryanta anta śyāvaṁ
karkaśa
rṣya","The clinical features of rishyajivha kushtha are as follows: Color – (red in edges and brown inside) Nature – (rough), it resembles the tongue of,a type of deer with blue testicles[ Cha.Sa. Chikitsa Sthana 7 / 17 Chakrapani] Associated symptoms – pain",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0433,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 5. Pundarika Kushtha,"सश्वेतं रक्तपर्यन्तं पुण्डरीकदलोपमम्|
सोत्सेधं च सदाहं च पुण्डरीकं तदुच्यते||१८||","saśvētaṁ raktaparyantaṁ puṇḍarīkadalōpāmām|
sōtsēdhaṁ ca sadāhaṁ ca puṇḍarīkaṁ taducyatē||18||","The clinical features of pundarika kushtha are as follows: Color – White with red edges Nature – resembles lotus petals, elevated patches Associated symptoms – burning sensation",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0434,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 6. Sidhma Kushtha,"श्वेतं ताम्रं तनु च यद्रजो घृष्टं विमुञ्चति|
अलाबूपुष्पवर्णं तत् सिध्मं प्रायेण चोरसि||१९||","śvētaṁ tāmraṁ tanu ca yadrajō ghr̥ṣṭaṁ vimuñcati|
alābūpuṣpavarṇaṁ tat sidhmaṁ prāyēṇa cōrasi||19||","The clinical features of sidhma kushtha are as follows: Color – white coppery, color resembles flower of alabu (lagenaria siceraria) Nature – thin Associated symptom – particles resembling dust are observed, it is located mostly on chest due to dominance of kapha on ura pradesh [Cha.Sa Chikitsa Sthana 7/19 Chakrapani].",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0435,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 7. Kakanaka Kushtha,"यत् काकणन्तिकावर्णमपाकं तीव्रवेदनम्|
त्रिदोषलिङ्गं तत् कुष्ठं काकणं नैव सिध्यति||२०||","yat kākaṇantikāvarṇamapākaṁ tīvravēdanam|
tridōṣaliṅgaṁ tat kuṣṭhaṁ kākaṇaṁ naiva sidhyati||20||
Kākaṇaka kuṣṭha
gunjā","The clinical features of are as follows: Color – resemble (abrus precatorious) i.e. red in color Nature – does not get suppurated Associated symptoms – Pain and incurable, all the three doshas are present",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0436,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Seven major kushtha > 7. Kakanaka Kushtha,इति सप्तमहाकुष्ठानि,iti saptamahākuṣṭhāni,This ends the explanation of seven mahakushtha.[14-20],"[14, 20]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0437,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 1. Eka kuṣṭha,"अस्वेदनं महावास्तु यन्मत्स्यशकलोपमम्|
तदेककुष्ठ","asvēdanaṁ mahāvāstu yanmatsyaśakalōpāmām|
tadēkakuṣṭaṁ,",The clinical features of eka kushtha are as follows: Nature – resembles scales of fish Location – Extensive,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0438,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 2. Charmakhya Kushtha,चर्माख्यं बहलं हस्तिचर्मवत्||२१||,carmākhyaṁ bahalaṁ hasticarmavat||21||,The clinical features of charmakhya are as follows: Nature – skin is thick resembling elephant skin,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0439,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 3. Kitibha Kushtha,श्यावं किणखरस्पर्शं परुषं किटिभं स्मृतम्|,śyāvaṁ kiṇakharasparśaṁ paruṣaṁ kiṭimaṁ smr̥tam|,The clinical features of are as follows: Color – It is blackish brown Nature – Rough similar to scar tissue and hard to touch Touch similar to the granulation process in wound.,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0440,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 4. Vaipadika Kushtha,वैपादिकं पाणिपादस्फुटनं तीव्रवेदनम्||२२||,vaipādikaṁ pāṇipādasphuṭanaṁ tīvravēdanam||22||,The clinical features are as follows: Location – Hand and legs Nature – cracks in palms and sole Associated symptoms – severe / excruciating pain,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0441,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 5. Alasaka Kuṣhtha,कण्डूमद्भिः सरागैश्च गण्डैरलसकं चितम्|,kaṇḍūmadbhiḥ sarāgaiśca gaṇḍairalasakaṁ citam|,The clinical features are as follows: Nature – Nodules Associated symptoms – Pruritus Color – redness,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0442,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 6. Dadru Kushtha,सकण्डूरागपिडकं दद्रुमण्डलमुद्गतम्||२३||,sakaṇḍūrāgapiḍakaṁ dadrumaṇḍalamudgatam||23||,The clinical features are as follows: Color – redness Nature – Elevated circular patch with pidaka Associated symptoms – Itching,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0443,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 7. Charmadala Kushtha,"रक्तं सकण्डु सस्फोटं सरुग्दलति चापि यत्|
तच्चर्मदलमाख्यातं संस्पर्शासहमुच्यते||२४||","raktaṁ sakaṇḍu sasphōṭaṁ sarugdalati cāpi yat|
taccarmadalamākhyātaṁ saṁsparśāsahamucyatē||24||","The clinical features are as follows: Color – Redness Nature – pustules, cracks in skin which are crusted Associated symptoms – Itching",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0444,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 8. Pāmā kuṣṭha,पामाश्वेतारुणश्यावाः कण्डूलाः पिडका भृशम्|,"pāmāśvētāruṇaśyāvāḥ kaṇḍūlāḥ piḍakā bhr̥śam|
piḍakā","The clinical features are as follows: Color – white, reddish, brownish blackish Nature – Itching Associated symptoms – (erruptions)",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0445,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 9. Visphōṭa kuṣṭha,स्फोटाः श्वेतारुणाभासो विस्फोटाः स्युस्तनुत्वचः||२५||,sphōṭāḥ śvētāruṇābhāsō visphōṭāḥ syustanutvacāḥ||25||,The clinical features are as follows: Color – white reddish in appearance Nature – erruptions and pustules with thin skin,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0446,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 10. Śatāru kuṣṭha,रक्तं श्यावं सदाहार्ति शतारुः स्याद्बहुव्रणम्|,raktaṁ śyāvaṁ sadāhārti śatāruḥ syādbahuvraṇam|,"The clinical features are as follows: Color – reddish, blackish Nature – ulcerated Associated symptoms – burning sensation and pain",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0447,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 11. Vicārcikā kuṣṭha,सकण्डूः पिडका श्यावा बहुस्रावा विचर्चिका||२६||,sakaṇḍūḥ piḍakā śyāvā bahusrāvā vicārcikā||26||,"The clinical features are as follows: Color – blackish brown Nature – excessive exudation, eruptions Associated symptoms – pruritus",[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0448,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Eleven kshudra kushtha > 11. Vicārcikā kuṣṭha,इत्येकादश क्षुद्रकुष्ठानि,"ityēkādaśa kṣudrakuṣṭhāni
ksudrakuṣṭha",This ends the explanation of 11.[21-26],"[21, 26]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0449,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Dosha dominance in types of kushtha,"वातेऽधिकतरे कुष्ठं कापालं मण्डलं कफे|
पित्ते त्वौदुम्बरं विद्यात् काकणं तु त्रिदोषजम्||२७||
वातपित्ते श्लेष्मपित्ते वातश्लेष्मणि चाधिके|
ऋष्यजिह्वं पुण्डरीकं सिध्मकुष्ठं च जायते||२८||
चर्माख्यमेककुष्ठं च किटिमं सविपादिकम्|
कुष्ठं चालसकं ज्ञेयं प्रायो वातकफाधिकम्||२९||
पामा शतारुर्विस्फोटं दद्रुश्चर्मदलं तथा|
पित्तश्लेष्माधिकं प्रायः कफप्राया विचर्चिका||३०||","vātē'dhikatarē kuṣṭhaṁ kāpālaṁ maṇḍalaṁ kaphē|
pittē tvaudumbaraṁ vidyāt kākaṇaṁ tu tradōṣajam||27||
vātapittē ślēṣmapittē vātaślēṣmaṇi cādhikē|
r̥ṣyajihvaṁ puṇḍarīkaṁ sidhmakuṣṭhaṁ ca jāyatē||28||
carmākhyamēkakuṣṭhaṁ ca kiṭimaṁ savipādikam|
kuṣṭhaṁ cālasakaṁ jñēyaṁ prāyō vātakaphādhikam||29||
pāmā śatārurvisphōṭaṁ dadruścarmadalaṁ tathā|
pittaślēṣmādhikaṁ prāyaḥ kaphaprāyā vicārcikā||30||",The dosha dominance in types of kushtha is as enlisted below:,[],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0450,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > General guidelines for diagnosis,"सर्वं त्रिदोषजं कुष्ठं दोषाणां तु बलाबलम्|
यथास्वैर्लक्षणैर्बुद्ध्वा कुष्ठानां क्रियते क्रिया||३१||
दोषस्य यस्य पश्येत् कुष्ठेषु विशेषलिङ्गमद्रिक्तम्|
तस्यैव शमं कुर्यात्ततः परं चानुबन्धस्य||३२||","sarvaṁ tridōṣajaṁ kuṣṭhaṁ dōṣāṇāṁ tu balābalam|
yathāsvairlakṣaṇairbuddhvā kuṣṭhānāṁ kriyatē kriyā||31||
dōṣaya yasya paśyēt kuṣṭhēṣu viśēṣaliṅgamadriktam|
tasyaiva śamaṁ kuryāttataḥ paraṁ cānubandhasya||32||",Tridosha are involved in pathogenesis of all types of kushtha. Depending on dosha predominant symptoms are manifested and treatment should be decided on the basis of symptoms shown in specific kushtha. The dosha presenting important and specific symptoms should be alleviated firstly followed by the treatment of associated dosha.[31-32],"[31, 32]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0451,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > General guidelines for diagnosis,"कुष्ठविशेषैर्दोषा दोषविशेषैः पुनश्च कुष्ठानि|
ज्ञायन्ते तैर्हेतुर्हेतुस्तांश्च प्रकाशयति||३३||","kuṣṭhaviśēṣairdōṣā dōṣaviśēṣaiḥ punaśca kuṣṭhāni|
jñāyantē tairhēturhētustāṁśca prakāśayati||33||",Specific kushtha determine the predominance of specific dosha and vice versa is also true i.e. predominance of dosha determines the specific type of kushtha. Similarly specific symptoms determine the causative factors vice versa causative factors determine the specific symptoms.[33],[33],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0452,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Dosha specific features of diagnosis of dosha dominance in kushtha,"रौक्ष्यं शोषस्तोदः शूलं सङ्कोचनं तथाऽऽयामः|
पारुष्यं खरभावो हर्षः श्यावारुणत्वं च||३४||
कुष्ठेषु वातलिङ्गं, दाहो रागः परिस्रवः पाकः|
विस्रो गन्धः क्लेदस्तथाऽङ्गपतनं च पित्तकृतम्||३५||
श्वैत्यं शैत्यं कण्डूः स्थैर्यं चोत्सेधगौरवस्नेहाः|
कुष्ठेषु तु कफलिङ्गं जन्तुभिरभिभक्षणं क्लेदः||३६||","raukṣyaṁ śōṣastōdaḥ śūlaṁ saṅkōcanaṁ tathā
yāmaḥ|
pāruṣyaṁ kharabhāvō harṣaḥ śyāvāruṇatvaṁ ca||34||
kuṣṭhēṣu vātaliṅgaṁ, dāhō rāgaḥ parisravaḥ pākaḥ|
visrō gandhaḥ klēdastathā'ṅgapatanaṁ ca pittakr̥tam||35||
śvaityaṁ śaityaṁ kaṇḍūḥ sthairyaṁ cōtsēdhagauravasnēhāḥ|
kuṣṭhēṣu tu kaphaliṅgaṁ jantubhirabhibhakṣaṇaṁ klēdaḥ||36||","Symptoms due to dosha predominance include dryness, atrophy, pricking pain / paraesthesia, pain, constriction or loss of elasticity, hardness, roughness, horripilation, blackish, brownish, slight reddish in color are manifestation of vata dosha. Burning sensation, redness, exudation, suppuration, offensive smell, stickiness / moist and sloughing of body parts are the symptoms caused by predominance of pitta dosha. Kapha dosha is responsible for symptoms like whitish discoloration, cold in touch, pruritus, non-progressive / slow progression of disease, elevated; heaviness and oiliness are presented along with maggot’s formation and stickiness like symptoms.[34-36]","[34, 36]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0453,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Prognosis,"सर्वैर्लिङ्गैर्युक्तं मतिमान् विवर्जयेदबलम्|
तृष्णादाहपरीतं शान्ताग्निं जन्तुभिर्जग्धम्||३७||
वातकफप्रबलं यद्यदेकदोषोल्बणं न तत् कृच्छ्रम्|
कफपित्त-वातपित्तप्रबलानि तु कृच्छ्रसाध्यानि||३८||","sarvairliṅgairyuktaṁ matimān vivarjayēdabalam|
tr̥ṣṇādāhaparītaṁ śāntāgniṁ jantubhirjagdham||37||
vātakaphaprabalaṁ yadyadēkadōṣōlbaṇaṁ na tat kr̥cchram|
kaphapitta-vātapittaprabalāni tu kr̥cchrasādhyāni||38||","If all the symptoms are simultaneously observed, in weak (immune-compromised) patient, suffering from morbid thirst, burning sensation, loss of digestive power and presence of maggots then the intelligent person should avoid treatment (as it is incurable). Further vata kapha predominated kushtha and single dosha predominated kushtha are not so difficult to treat. Whereas kapha pitta and vata pitta dominated kushtha are krichchra sadhya i.e. curable, but with efforts. [37-38]","[37, 38]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0454,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Principles of management,"वातोत्तरेषु सर्पिर्वमनं श्लेष्मोत्तरेषु कुष्ठेषु|
पित्तोत्तरेषु मोक्षो रक्तस्य विरेचनं चाग्रे||३९||","vātōttarēṣu sarpirvamanaṁ ślēṣmōttarēṣu kuṣṭhēṣu|
pittōttarēṣu mōkṣō raktasya virēcanaṁ cāgrē||39||","In vataja kushtha, firstly administer ghritapana, whereas in kaphaja kushtha vamana procedure should be done and in pittaja kushtha, virechana along with raktamokshana should be first line of treatment.[39]",[39],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0455,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Principles of management,"वमनविरेचनयोगाः कल्पोक्ताः कुष्ठिनां प्रयोक्तव्याः|
प्रच्छनमल्पे कुष्ठे महति च शस्तं सिराव्यधनम्||४०||","vamanavirēcanayōgāḥ kalpōktāḥ kuṣṭhināṁ prayōktavyāḥ|
pracchanamalpē kuṣṭhē mahati ca śastaṁ sirāvyadhanam||40||",For vamana and virechana drugs mentioned in Kalpa Sthana should be used. Prachhana karma i.e. blood letting by rubbing with coarse device should be carried out if dushya dushti is less and venesection should be carried out in condition where dosha dusya dusti is strong.[40],[40],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0456,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Principles of management,"बहुदोषः संशोध्यः कुष्ठी बहुशोऽनुरक्षता प्राणान्|
दोषे ह्यतिमात्रहृते वायुर्हन्यादबलमाशु||४१||","bahudōṣaḥ saṁśōdhyaḥ kuṣṭhī bahuśō'nurakṣatā prāṇān|
dōṣē hyatimātrahr̥tē vāyurhanyādabalamāśu||41||",Patients with excessive vitiated dosha should be given shodhana therapy repeatedly; taking care about their prana (strength). Excessive elimination of dosha may increase vata dosha which may bring about weakness and in rare condition endanger the life of patient.[41],[41],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0457,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Principles of management,"स्नेहस्य पानमिष्टं शुद्धे कोष्ठे प्रवाहिते रक्ते|
वायुर्हि शुद्धकोष्ठं कुष्ठिनमबलं विशति शीघ्रम्||४२||","snēhasya pānamiṣṭaṁ śuddhē kōṣṭhē pravāhitē raktē|
vāyurhi śuddhakōṣṭhaṁ kuṣṭhinamabalaṁ viśati śīghram||42||","After shodhana and letting of blood, sneha should be administered since after shodhana, vata dosha enters the shuddha koshtha of patient and is cause for immediate bala kshaya.[42]",[42],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0458,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Various formulations,"दोषोत्क्लिष्टे हृदये वाम्यः कुष्ठेषु चोर्ध्वभागेषु|
कुटजफलमदनमधुकैः सपटोलैर्निम्बरसयुक्तैः||४३||
शीतरसः पक्वरसो मधूनि मधुकं च वमनानि|","dōṣōtkliṣṭē hr̥dayē vāmyaḥ kuṣṭhēṣu cōrdhvabhāgēṣu|
kuṭajaphalamadanamadhukaiḥ sapaṭōlairnimbarasayuktaiḥ||43||
śītarasaḥ pakvarasō madhūni madhukaṁ ca vamanāni|","If dosha are utklishta and located in hridaya or kushtha is manifested in the upper part of body, then vamana should be administered with help of fruit of kuthaja, madanaphala and madhuka along with juice of patola and nimba. Sheeta rasa (cold effusion), pakva rasa (decoction), honey and madhuka should be used for vamana.[43]",[43],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0459,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Various formulations,"कुष्ठेषु त्रिवृता दन्ती त्रिफला च विरेचने शस्ता||४४||
सौवीरकं तुषोदकमालोडनमासवाश्च सीधूनि|
शंसन्त्यधोहराणां यथाविरेकं क्रमश्चेष्टः||४५||","kuṣṭhēṣu trivr̥tā dantī triphalā ca virēcanē śastā||44||
sauvīrakaṁ tuṣōdakamālōḍanamāsavāśca sīdhūni|
śaṁsantyadhōharāṇāṁ yathāvirēkaṁ kramaścēṣṭaḥ||45||","Trivrita, danti and triphala are to be used for virechana in kushtha. Sauviraka, tushodaka, alodhana, asava, sidhu are types of aushadi kalpana to be used in virechana. Further sansarjana karma should be followed as per order. [44-45]","[44, 45]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0460,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Various formulations,"दार्वीबृहतीसेव्यैः पटोलपिचुमर्दमदनकृतमालैः|
सस्नेहैरास्थाप्यः कुष्ठी सकलिङ्गयवमुस्तैः||४६||
वातोल्बणं विरिक्तं निरूढमनुवासनार्हमालक्ष्य|
फलमधुकनिम्बकुटजैः सपटोलैः साधयेत्स्नेहम्||४७||","dārvībr̥hatīsēvyaiḥ paṭōlapicumardamadanakr̥tamālaiḥ|
sasnēhairāsthāpyaḥ kuṣṭhī sakaliṅgayavamustaiḥ||46||
vātōlbaṇaṁ viriktaṁ nirūḍhamanuvāsanārhamālakṣya|
phalamadhukanimbakuṭajaiḥ sapaṭōlaiḥ sādhayētsnēham||47||","Darvi, brihati, patola, pichumarda, madanphala, kritamala, kalinga, yava and musta should be used along with sneha for asthapana. After virechana and asthapana basti still if there is excess of vata than give anuvasana basti should be given. In such condition sneha fortified with madanaphala, madhuka, nimba, kutaja, and patola should be used. [46-47]","[46, 47]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0461,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Various formulations,"सैन्धवदन्तीमरिचं फणिज्झकः पिप्पली करञ्जफलम्|
नस्यं स्यात्सविडङ्गं क्रिमिकुष्ठकफप्रकोपघ्नम् ||४८||
वैरेचनिकैर्धूमैः श्लोकस्थानेरितैः प्रशाम्यन्ति|
कृमयः कुष्ठकिलासाः प्रयोजितैरुत्तमाङ्गस्थाः||४९||","saindhavadantīmaricaṁ phaṇijjhakaḥ pippalī karañjaphalam|
nasyaṁ syātsaviḍaṅgaṁ kr̥mi kuṣṭhakaphaprakōpaghnam ||48||
vairēcanikairdhūmaiḥ ślōkasthānēritaiḥ praśāmyanti|
kr̥mayaḥ kuṣṭhakilāsāḥ prayōjitairuttamāṅgasthāḥ||49||
Saindhava, dantī, maricha, phaṇijjhaka, pippali,",fruit of karanja and vidanga should be used for nasya especially in case of krimi and kapha pradhan kushtha. Drugs mentioned in Sutra Sthana for vairechanika dhuma should be used in krimija kushtha and kilasa and also disease affecting the upper part of the body. [48-49],"[48, 49]",https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
v0462,Kushtha Chikitsa,Chikitsa_Sthana,Etiology > Various formulations,"स्थिरकठिनमण्डलानां स्विन्नानां प्रस्तरप्रणाडीभिः|
कूर्चैर्विघट्टितानां रक्तोत्क्लेशोऽपनेतव्यः||५०||","sthirakaṭhinamaṇḍalānāṁ svinnānāṁ prastarapraṇāḍībhiḥ|
kūrcairvighaṭṭitānāṁ raktōtklēśō'panētavyaḥ||50||","If the patches are stable and hard, then give fomentation by prastara sweda or nadi sweda method and later on with the help of kurcha (a surgical instrument) scrub the patches so that there is increased flow of rakta in that specific area along with blood letting.[50]",[50],https://www.carakasamhitaonline.com/index.php?title=Kushtha_Chikitsa
